dataset_name,subject,side_label_name,pattern_label,window_count,side_coeff,side_entropy,basis_usage_b8,basis_usage_b9,basis_usage_b10,basis_activation_b9,basis_activation_b10,free_l1_dominant_basis,side_dominant_basis,metric,direction,rank,free_l1_b5_minus_b6
IMR,549,Normal,normal_like_b9_b10_negative,1,-18.23326301574707,0.7548281159550194,0.0147654581815004,0.4431110620498657,0.5421234965324402,-8.079360961914062,-9.88468074798584,5,10,basis_usage_b9,top,9,
IMR,383,Normal,normal_like_b9_b10_negative,1,-18.41304016113281,0.7549961222145549,0.0149688096717,0.440388411283493,0.5446428060531616,-8.10888957977295,-10.02853012084961,5,10,basis_usage_b9,top,10,
IMR,300,Left,left_like_b10_pure_positive,1,41.18928909301758,3.1108380655056495e-07,1.8033120829930027e-10,1.71721623587473e-08,1.0,7.073091410347843e-07,41.18928909301758,5,10,basis_usage_b9,bottom,1,
IMR,314,Left,left_like_b10_pure_positive,1,38.95344161987305,7.786752092566316e-07,6.110540962112053e-10,4.528051888996743e-08,1.0,1.7638320741752975e-06,38.95344161987305,5,10,basis_usage_b9,bottom,2,
IMR,391,Left,left_like_b10_pure_positive,1,37.55153274536133,1.5186034344331717e-06,1.347765121728628e-09,8.421584851703302e-08,0.9999998807907104,3.1624342682334827e-06,37.55152893066406,6,10,basis_usage_b9,bottom,3,
IMR,311,Left,left_like_b10_pure_positive,1,37.38528823852539,1.6080446526914405e-06,1.4780804358238695e-09,8.991271727154526e-08,0.9999998807907104,3.3614128369663376e-06,37.385284423828125,5,10,basis_usage_b9,bottom,4,
IMR,309,Left,left_like_b10_pure_positive,1,37.26752853393555,1.7054863312469257e-06,1.5885974757878783e-09,9.61870512128371e-08,0.9999998807907104,3.584653768484713e-06,37.26752471923828,5,10,basis_usage_b9,bottom,5,
IMR,313,Left,left_like_b10_pure_positive,1,37.00202560424805,1.7671774065851689e-06,1.6847496731031695e-09,1.0014048967832424e-07,0.9999998807907104,3.7054010135761928e-06,37.00202178955078,5,10,basis_usage_b9,bottom,6,
IMR,319,Left,left_like_b10_pure_positive,1,36.66867065429688,2.0808589212062904e-06,2.0996824279251314e-09,1.2049565611960136e-07,0.9999998807907104,4.418415755935712e-06,36.66866683959961,6,10,basis_usage_b9,bottom,7,
IMR,315,Left,left_like_b10_pure_positive,1,36.38846206665039,2.3491630818288274e-06,2.4830315581425566e-09,1.3806122467485693e-07,0.9999998807907104,5.02383545608609e-06,36.388458251953125,5,10,basis_usage_b9,bottom,8,
IMR,321,Left,left_like_b10_pure_positive,1,35.9106559753418,2.8207013116581198e-06,3.157092809402684e-09,1.693027087412702e-07,0.9999998807907104,6.079771537770284e-06,35.91065216064453,5,10,basis_usage_b9,bottom,9,
IMR,312,Left,left_like_b10_pure_positive,1,33.44842529296875,8.654814983107945e-06,1.3997041747870752e-08,5.409324899119383e-07,0.9999994039535522,1.8093340258928947e-05,33.44840621948242,5,10,basis_usage_b9,bottom,10,
IMR,290,Right,right_like_diffuse_low_coeff,1,-0.051099769771099,1.084810390230083,0.3816795349121094,0.2575472295284271,0.3607731759548187,-0.0131606040522456,-0.018435426056385,5,8,basis_usage_b8,top,1,
IMR,287,Right,right_like_diffuse_low_coeff,1,-0.0669628083705902,1.0829065898270815,0.3795012235641479,0.2519781589508056,0.3685206174850464,-0.0168731659650802,-0.02467717602849,5,8,basis_usage_b8,top,2,
IMR,284,Right,right_like_diffuse_low_coeff,1,-0.0567919388413429,1.0850468776420534,0.3794740438461303,0.2579138576984405,0.3626120984554291,-0.0146474279463291,-0.0205934438854455,5,8,basis_usage_b8,top,3,
IMR,521,Right,right_like_diffuse_low_coeff,1,-0.0626081973314285,1.0847621856338825,0.3781032562255859,0.2569305598735809,0.3649662137031555,-0.016085959970951,-0.0228498764336109,5,8,basis_usage_b8,top,4,
IMR,293,Right,right_like_diffuse_low_coeff,1,-0.0652743875980377,1.0847565539970199,0.3755050301551819,0.2567094564437866,0.3677855432033539,-0.0167565532028675,-0.0240069758147001,5,8,basis_usage_b8,top,5,
